STT,Ma so thue,Ten cong ty,Ngay cuoi,Note,,,,,,
599,0317120289,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ NHÀ SÁCH VĂN LANG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
600,0317120338,CÔNG TY TNHH VẬN TẢI VÀ KINH DOANH NHIÊN LIỆU SÀI GÒN TOTAL,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
601,0317120377,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ PHẠM HỮU ĐẠT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
602,0317120666,CÔNG TY TNHH CÔNG NGHỆ DỆT MAY NGỌC MINH KHUÊ,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
603,0317120803,CÔNG TY TNHH SỬA CHỮA VÀ MUA BÁN THIẾT BỊ PHỤ TÙNG Ô TÔ HỮU NGHĨA,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
604,0317121067,CÔNG TY TNHH SẢN XUẤT CHẾ BIẾN VÀ KINH DOANH GỖ ĐỨC THẮNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
605,0317121211,CÔNG TY TNHH VẬN TẢI VÀ KINH DOANH XĂNG DẦU KOSAN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
606,0317121243,CÔNG TY TNHH CHẾ BIẾN VÀ THU GOM PHẾ LIỆU PHÚC THỊNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
607,0317121268,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ GIA CÔNG NHỰA HOÀI NGÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
608,0317121363,CÔNG TY TNHH DỊCH VỤ TIN HỌC VĂN PHÒNG DIỆU HẰNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
609,0317121483,CÔNG TY TNHH SẢN XUẤT GIA CÔNG MAY MẶC THẢO CHI,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
610,0317121589,CÔNG TY TNHH THIẾT BỊ PCCC VÀ BẢO HỘ LAO ĐỘNG NGỌC ÁNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
611,0317121596,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẮT THÉP VIỆT ĐỨC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
612,0317121719,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THIẾT BỊ ĐIỆN THIỆN NHÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
613,0317122166,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ẨM THỰC THẰNG BỜM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
614,0317122173,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI HÓA CHẤT CÁT TIÊN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
615,0317122180,CÔNG TY TNHH XNK VÀ KINH DOANH XĂNG DẦU THALEXIM,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
616,0317122198,CÔNG TY TNHH DỊCH VỤ ẨM THỰC YẾN LINH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
617,0317122215,CÔNG TY TNHH ẨM THỰC SINH THÁI BỜ SÔNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
618,0317122286,CÔNG TY TNHH SẢN XUẤT NHỰA GIA DỤNG VÀ NHỰA CÔNG NGHIỆP ĐẠI THỦY,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
619,0317122342,CÔNG TY TNHH KINH DOANH SẮT THÉP VÀ THU GOM PHẾ LIỆU MINH TRIẾT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
620,0317122367,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI MÁY MÓC THIẾT BỊ TRƯỜNG PHÚC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
621,0317122455,CÔNG TY TNHH SẢN XUẤT VÀ KINH DOANH GIẤY BÍCH THẢO,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
622,0317122938,CÔNG TY TNHH NHÀ HÀNG ẨM THỰC MÓN NHẬT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
623,0317122945,CÔNG TY TNHH BÁN BUÔN PHỤ TÙNG VÀ SỬA CHỮA Ô TÔ MINH QUANG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
624,0317122952,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TIN HỌC HỒNG VÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
625,0317123226,CÔNG TY TNHH SẢN XUẤT VẢI SỢI VÀ PHỤ LIỆU NGHÀNH MAY TAM HÀ,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
626,0317127453,CÔNG TY TNHH NHÀ HÀNG PHỐ VIỆT,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
627,0317131058,CÔNG TY TNHH IN ẤN QUẢNG CÁO NHÃ UYÊN VÂN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
628,0317145420,CÔNG TY TNHH TM DV SẢN XUẤT VÀ KINH DOANH SẮT THÉP VIỆT ÚC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
629,0317145935,CÔNG TY TNHH TM DV BÁN BUÔN THIẾT BỊ ĐIỆN ÁNH DƯƠNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
630,0317146590,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT GIẤY VÀ BAO BÌ BẢO BÌNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
631,0317146819,CÔNG TY TNHH XNK SẮT THÉP VINASTEEL,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
632,0317146939,CÔNG TY TNHH XNK VÀ GIA CÔNG MAY MẶC HẠNH DUYÊN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
633,0317146960,CÔNG TY TNHH TỔ CHỨC SỰ KIỆN VÀ TRUYỀN THÔNG BẢO TUỆ AN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
634,0317147033,CÔNG TY TNHH SỬA CHỮA VÀ BÁN BUÔN PHỤ TÙNG Ô TÔ MẠNH HÙNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
635,0317147481,CÔNG TY TNHH TM DV SẢN XUẤT VÀ KINH DOANH SẮT THÉP VIỆT HÀN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
636,0317147587,CÔNG TY TNHH TMDV NHÀ HÀNG KHÁCH SẠN HẠ SANG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
637,0317147594,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT NHỰA VÀ BAO BÌ LOAN VŨ,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
638,0317147604,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG VÀ BẤT ĐỘNG SẢN GIA HUY,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
639,0317148460,CÔNG TY TNHH THU GOM PHẾ LIỆU VÀ KINH DOANH SẮT THÉP ANH TUẤN,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
640,0317148492,CÔNG TY TNHH TMDV NHÀ HÀNG KHÁCH SẠN ĐỨC TÀI,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
641,0317150477,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ IN ẤN VÀ QUẢNG CÁO NHƯ NGỌC,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
642,0317152932,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI TÔN THÉP VIỆT NGA,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
643,0317199426,CÔNG TY TNHH CHẾ BIẾN LƯƠNG THỰC THỰC PHẨM HOÀNG HIẾU,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
644,03l4043706,0,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
645,3602450629,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI DỊCH VỤ XÂY DỰNG VẬN CHUYỂN MINH THU,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
646,3603319602,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ TIN HỌC NGỌC THỨ,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
647,3603643768,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KIM SƠN HÙNG,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
648,3702477906,CÔNG TY TNHH XÂY DỰNG SÔNG HỒNG THÁI BÌNH,,PHU LUC 524 DN-THEO CV 1798 TCT-16-05-23,,,,,,
649,0315373679,CÔNG TY TNHH NHIÊN LIỆU VẬN TẢI PETRO SÀI GÒN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
650,0313363019,CÔNG TY TNHH THƯƠNG MẠI VÀ CHẾ BIẾN GỖ LỘC HƯNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
651,0314819872,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ NHÀ HÀNG LÀNG NƯỚNG NAM BỘ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
652,0315999096,CÔNG TY TRÁCH NHIỆM HỮU HẠN PHÁT TRIỂN ĐỜI SỐNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
653,0315958533,CÔNG TY TNHH THƯƠNG MẠI THIẾT KẾ XÂY DỰNG CÁT GIA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
654,0315838814,CÔNG TY TNHH DỊCH VỤ SỬA CHỮA VÀ MUA BÁN PHỤ TÙNG Ô TÔ TÍN PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
655,0315875598,CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT THƯƠNG MẠI MỸ YẾN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
656,0315827636,CÔNG TY TNHH KINH DOANH THIẾT BỊ Y TẾ KIẾN VIỆT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
657,0314395704,CÔNG TY TNHH THIẾT KẾ XÂY DỰNG TRUNG KIÊN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
658,0315942389,CÔNG TY TNHH XNK KINH DOANH VẬN TẢI NHIÊN LIỆU VITESCO,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
659,0316043088,CÔNG TY TNHH XUẤT NHẬP KHẨU HỒNG LOAN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
660,0315336998,CÔNG TY TNHH THIẾT BỊ PCCC VÀ BẢO HỘ LAO ĐỘNG NGỌC QUỲNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
661,0315240326,CÔNG TY TNHH SẢN XUẤT VÀ CHẾ BIẾN HẠT ĐIỀU DIỆP THANH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
662,0315966615,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT HÓA CHẤT VÀ BAO BÌ HƯNG THỊNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
663,0311285975,CÔNG TY TNHH ĐẦU TƯ THIẾT KẾ XÂY DỰNG ĐỊA ỐC ĐẠT HƯNG THỊNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
664,0312893126,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT GỖ XUÂN THẾ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
665,0315249350,CÔNG TY TNHH DVTM GIẤY VIỆT HÀ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
666,0315211501,CÔNG TY TNHH KINH DOANH SẮT THÉP VẠN LỢI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
667,0314641639,CÔNG TY TNHH XNK VÀ KINH DOANH XĂNG DẦU PEC OIL,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
668,0317122945,CÔNG TY TNHH BÁN BUÔN PHỤ TÙNG VÀ SỬA CHỮA Ô TÔ MINH QUANG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
669,0315739972,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ BẤT ĐỘNG SẢN TP,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
670,0314770137,CÔNG TY TNHH SẢN XUẤT CÔNG NGHIỆP NHỰA NHƯ Ý,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
671,0316062210,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MAY MẶC MAI VÀNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
672,0315457022,CÔNG TY TNHH XNK VÀ KINH DOANH XĂNG DẦU TIMEXCO,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
673,0314470976,CÔNG TY TNHH DỊCH VỤ ĐỒ GỖ VÀ VẬT LIỆU GIA HOÀNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
674,0106809707,CÔNG TY TNHH THƯƠNG MẠI XNK VÀ KINH DOANH NHIÊN LIỆU SFC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
675,0311715339,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VƯƠNG BÌNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
676,0315972418,CÔNG TY TNHH VĂN PHÒNG PHẨM VÀ TIN HỌC THÀNH PHÁT ĐẠT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
677,0315469010,CÔNG TY TNHH QUẢNG CÁO VÀ TRUYỀN THÔNG TÔ THU MEDIA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
678,0316029742,CÔNG TY TNHH ĐẦU TƯ THIẾT KẾ VÀ XÂY DỰNG GIA THỊNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
679,0313483267,CÔNG TY TNHH VẬT TƯ MÁY MÓC THIẾT BỊ Y TẾ MINH QUYẾT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
680,0313035667,CÔNG TY TNHH XNK VÀ KINH DOANH NHIÊN LIỆU TESCO,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
681,0315911510,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI NHIÊN LIỆU TRÍ TÀI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
682,0315657462,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI MÁY MÓC THIẾT BỊ KIM SANG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
683,0315272215,CÔNG TY TNHH VẬT TƯ MÁY MÓC THIẾT BỊ Y TẾ LONG CHÂU,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
684,0315081676,CÔNG TY TNHH NHÀ HÀNG ẨM THỰC SINH THÁI ĐỒNG QUÊ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
685,0315177642,CÔNG TY TNHH VẬN TẢI VÀ KINH DOANH XĂNG DẦU TÍN NGHĨA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
686,0313570664,CÔNG TY TNHH THƯƠNG MẠI ĐẦU TƯ Ý TƯỞNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
687,0314651940,CÔNG TY CỔ PHẦN THƯƠNG MẠI SẢN XUẤT THIẾT BỊ ĐIỆN ĐẠI CÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
688,0316057891,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI NHÀ HÀNG ẨM THỰC TRUNG HOA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
689,0312791276,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DỆT MAY GIA TRẦN PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
690,0314306119,CÔNG TY TNHH ĐOÀN VĂN PHÁP,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
691,0314737059,CÔNG TY TNHH KHAI THÁC SẢN XUẤT VÀ KINH DOANH SẮT THÉP VIỆT NHẬT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
692,0313901940,CÔNG TY TNHH CƠ KHÍ VIỄN THÔNG ĐỨC SÁU,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
693,0311668093,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ BÁCH TÙNG GIA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
694,0315113007,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI VẬN TẢI MỸ HOÀN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
695,0305976526,CÔNG TY TNHH XÂY DỰNG - DỊCH VỤ - THƯƠNG MẠI - VẬN TẢI TRUNG HIẾU PHÁT,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
696,0317118184,CÔNG TY TNHH THIẾT BỊ ĐIỆN VÀ CHIẾU SÁNG AN HẠ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
697,0317119607,CÔNG TY TNHH GIẢI TRÍ VÀ TRUYỀN THÔNG DIỆP NHƯ KHUÊ,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
698,3702477906,CÔNG TY TNHH XÂY DỰNG SÔNG HỒNG THÁI BÌNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
699,0315721083,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THỜI TRANG AN GIA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
700,0315354958,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XNK HUỲNH TẤN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
701,0314628959,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ VẬN TẢI TRUNG THÀNH SG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
702,0315392199,CÔNG TY TNHH SẢN XUẤT VÀ TM GỖ THANH HIẾU,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
703,0311779389,CÔNG TY TNHH VLXD THUẬN HUY ATS,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
704,0311770160,CÔNG TY TNHH SẮT THÉP VÀ VLXD HOÀNG PHONG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
705,0315754096,CÔNG TY TNHH TM DV NHÀ HÀNG FOOD HOUSE,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
706,0312636295,CÔNG TY TNHH TƯ VẤN THIẾT KẾ XÂY DỰNG CƠ SỞ HẠ TẦNG KIẾN YÊN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
707,0312442405,CÔNG TY TNHH XNK TM DV TRƯỜNG HƯNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
708,0312686313,CÔNG TY TNHH DỊCH VỤ TRANG TRÍ NỘI THẤT VIỆT VƯƠNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
709,0314185760,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ ĐẦU TƯ BÌNH YÊN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
710,0317146939,CÔNG TY TNHH XNK VÀ GIA CÔNG MAY MẶC HẠNH DUYÊN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
711,0313246650,CÔNG TY TNHH DỊCH VỤ TRUYỀN THÔNG QUẢNG CÁO HÒA LẠC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
712,0313096370,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ TRỌNG HOÀNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
713,0312314160,CÔNG TY TNHH DỊCH VỤ XÂY DỰNG VÀ ĐẦU TƯ THÁI PHONG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
714,0315567339,CÔNG TY TNHH DỊCH VỤ ĂN UỐNG THIÊN HOÀNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
715,0317150477,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ IN ẤN VÀ QUẢNG CÁO NHƯ NGỌC,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
716,0316853910,CÔNG TY TNHH VẬN TẢI ĐƯỜNG BỘ SÀI GÒN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
717,0315775603,CÔNG TY TNHH DỊCH VỤ VẬN TẢI MINH KHA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
718,0315783040,CÔNG TY TRÁCH NHIỆM HỮU HẠN SỰ KIỆN LỬNG MẬT SÀI GÒN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
719,0315565282,CÔNG TY TNHH TRANG THIẾT BỊ Y TẾ ĐỨC NGÃI,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
720,0315219902,CÔNG TY TNHH SẢN XUẤT IN ẤN BAO BÌ VÀ KINH DOANH HÓA CHẤT ĐỒNG TIẾN,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
721,0314519808,CÔNG TY TNHH VẬT LIỆU XÂY DỰNG VÀ NỘI THẤT GIÁP NHUNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
722,0317120803,CÔNG TY TNHH SỬA CHỮA VÀ MUA BÁN THIẾT BỊ PHỤ TÙNG Ô TÔ HỮU NGHĨA,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
723,0315163079,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VẬN TẢI PHẠM MINH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
724,0316638504,CÔNG TY TNHH NHÀ HÀNG LẨU HAYU,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
725,0317121363,CÔNG TY TNHH DỊCH VỤ TIN HỌC VĂN PHÒNG DIỆU HẰNG,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
726,0304103198,CÔNG TY TNHH XÂY DỰNG - XUẤT NHẬP KHẨU TÍN THÀNH,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
727,0314592935,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU VISION FARM,,"Ng Minh Tú mua 177 cty để phát hành bán trái phép HĐ,2074/CQCSDT,CA Phú Thọ",,,,,,
